rating,userName,date,title,isEdited,review,app_name,app_id,developerResponse
5,J.R. Rob,2013-12-21 13:55:48,優秀喔～,False,it's nice n make a easy way to find food n get it,foodpanda-food-delivery,758103884,
5,Funnytie,2016-11-21 14:35:17,Amra duita 🐝,False,Not that good nor even bad!,foodpanda-food-delivery,758103884,
5,Green tea 321,2014-07-23 11:13:43,Amazing,False,Great app. Very useful!,foodpanda-food-delivery,758103884,
1,Get.Joao,2015-08-14 17:56:15,Pathetic Service,False,"Food panda service is pathetic, food delivered was late and stale. I won't recommend this app to anyone.",foodpanda-food-delivery,758103884,"{'id': 11341300, 'body': 'Hey Get.Joao, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T08:00:00Z'}"
5,DabanJaff😉,2014-05-03 13:07:07,Dabanjaff,False,It is great. Through freemyapps,foodpanda-food-delivery,758103884,
5,Ansari.Saif,2014-03-07 12:34:30,Gr8 app!,False,Love it. Really useful,foodpanda-food-delivery,758103884,
4,Bdownkl,2015-11-07 10:35:54,Nice app and good selection,False,Good job,foodpanda-food-delivery,758103884,
4,Abdullah📱,2014-05-31 14:28:05,Awesome,False,It is so easy to use,foodpanda-food-delivery,758103884,
5,Lilyana Sheppherd,2016-10-20 03:47:38,The best food app ever,False,"Love this app , help a lot ❤️❤️✌️️✌️️",foodpanda-food-delivery,758103884,
1,fpriyoti,2017-02-15 12:56:01,should have much better connection with the restaurants,False,keeps on declining order even after confirming order at the first place.,foodpanda-food-delivery,758103884,"{'id': 11342116, 'body': 'Hey fpriyoti, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-19T09:16:25Z'}"
5,rD\/\/,2016-05-04 08:28:28,Good and easy to use,False,👍🏻👍🏻👍🏻👍🏻,foodpanda-food-delivery,758103884,
5,Yutthakrit,2016-01-16 07:21:28,Cool,False,Awesome app. Let's download it!,foodpanda-food-delivery,758103884,
5,Chayan9999,2014-12-12 07:57:04,Great app,False,This application is fantastic.....,foodpanda-food-delivery,758103884,
5,Devloper,2014-06-13 07:19:22,👍👍superb,False,This is one best thing 👍👍,foodpanda-food-delivery,758103884,
5,Sallymaluka,2016-09-23 16:29:56,Top food app,False,Top food app,foodpanda-food-delivery,758103884,
5,Tan959,2015-04-01 05:53:03,Food panda,False,Very good and tasty food,foodpanda-food-delivery,758103884,
5,Al~Siki,2014-12-07 14:25:03,Helped me impress my girl,False,Title says it all 😝😝😝😝😝😝😝😝,foodpanda-food-delivery,758103884,
5,valymad,2014-05-25 15:15:47,Excellent,False,Very good app,foodpanda-food-delivery,758103884,
1,Can'tstandstupidapps,2014-10-18 02:01:41,No USA OPTION???,False,Makes no sense to download when there isn't even a U.S. Option.  I'm removing,foodpanda-food-delivery,758103884,"{'id': 11610043, 'body': ""Hey Can'tstandstupidapps, \n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response."", 'modified': '2019-11-02T10:53:51Z'}"
1,Skunk287,2014-08-27 06:36:57,Slow delivery,False,not fast enough..take 1hr to deliver my food,foodpanda-food-delivery,758103884,"{'id': 11340833, 'body': 'Hey there, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T07:22:45Z'}"
5,BountyBucksSucksAss,2016-12-02 13:05:32,Amazing af,False,Really a great application,foodpanda-food-delivery,758103884,
5,sani97,2017-04-23 10:03:45,👏🏻👏🏻👏🏻,False,Easy to use !,foodpanda-food-delivery,758103884,
3,ferryboor,2016-01-16 11:38:20,Food!,False,Awesome program for hungry people,foodpanda-food-delivery,758103884,
3,Sriharsha4444,2014-08-23 13:24:37,Nice deals !,False,App is bit sluggish but deals are great ! Good idea 😊,foodpanda-food-delivery,758103884,
5,Lursmanashvilinini,2015-02-24 15:39:55,Very comfortable..,False,Good.. I like it.. :),foodpanda-food-delivery,758103884,
1,No_Chili_Fries_Please,2016-01-23 10:37:07,Worst customer service EVER,False,"Their customer service is absolutely horrendous. After Gourmet Union Burger got my order wrong (they sent chili fries instead of chili), I called to get the right item redelivered--when Foodpanda talked to the restaurant, they said the chili always comes with fries, which is total bs. I've ordered from them a dozen times before and it's always been just chili, not French fries with a dollop of chili. If they changed the menu, then they should revise the description to chili fries, not chili. My issue though is not with the restaurant, it's with the fact that FoodPanda sided with the restaurant, even though my order history clearly shows that I've ordered the same thing from them dozens of times before (why would I all of a sudden say the order is wrong if it wasn't?), and at first refused to give me a refund OR redelivery. Seriously what kind of customer service is that? Oh you got the wrong order? Sorry, we're just going to take your money and leave you hungry, AND waste your time repeating to you what the problem is as if I didn't already know. I asked to speak to their manager, who apparently wasn't there, which explains why it sounds like a monkey circus in their call center, so they said they'd return my call later. Three hours later, nothing, so I called them back, and after arguing for half an hour, they finally said they'd refund the money for the chili. Is it really supposed to be this difficult? I'm switching to Deliveroo or whatever other service there is, because FoodPanda does not give a toss about their customers, and will do everything they can to not refund you your money if the order is wrong. Their delivery men are also ALWAYS SUPER CREEPY. Seriously, worst customer service ever.",foodpanda-food-delivery,758103884,"{'id': 11436776, 'body': 'Hey there, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response', 'modified': '2019-10-24T05:06:04Z'}"
5,Cheetah1002,2014-09-06 13:33:02,Survey,False,The best food app,foodpanda-food-delivery,758103884,
5,a85506850,2013-12-26 10:41:56,Good,False,Good and convenient,foodpanda-food-delivery,758103884,
5,adil.ae,2016-12-25 14:14:42,Awesome,False,Very useful,foodpanda-food-delivery,758103884,
5,Kentonfire,2015-10-05 05:38:32,Good app,False,Really good app. I love it,foodpanda-food-delivery,758103884,
5,Tamuna T,2017-01-18 16:09:42,R,False,Very cool and easy,foodpanda-food-delivery,758103884,
5,Whitemg,2014-07-03 04:48:05,Nice app,False,"Very good app, delicious",foodpanda-food-delivery,758103884,
1,croaky 7,2014-11-25 06:00:29,I hate that it force me to update!!!,False,"Stupid app,why the hell I have to update it?",foodpanda-food-delivery,758103884,"{'id': 11340852, 'body': 'Hey croaky 7, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T07:24:20Z'}"
5,Gishardr,2017-04-16 09:26:41,Life saver,False,This app is a life saver,foodpanda-food-delivery,758103884,
5,NuBunny,2015-10-22 05:55:33,Love it!!,False,Good service,foodpanda-food-delivery,758103884,
5,Catuta11,2014-10-15 15:17:22,Cool,False,"Nice interface,cool stuff!!!",foodpanda-food-delivery,758103884,
5,Sulkhan Latsabidze,2016-03-02 15:39:14,Great APP,False,"Great company, Great App, Great service",foodpanda-food-delivery,758103884,
5,kajfufidnfnckd,2016-05-02 13:46:50,Excellent 😍,False,Very useful! I love it 😄🙌🏽💕,foodpanda-food-delivery,758103884,
4,Anthony Bangkok,2014-04-02 12:27:48,Gets the job done,False,Yup,foodpanda-food-delivery,758103884,
5,Wandee134689,2015-11-15 10:33:19,Like this apo,False,Very good,foodpanda-food-delivery,758103884,
5,Hravs,2016-04-17 17:51:11,Convenience !,False,Useful app. Good UX,foodpanda-food-delivery,758103884,
5,Redza54,2015-01-12 02:41:16,Awesome!!,False,Very helpful!,foodpanda-food-delivery,758103884,
4,Adnan072,2016-02-11 08:28:50,Good,False,Well done,foodpanda-food-delivery,758103884,
5,Trungpt,2014-02-15 13:47:00,Good app!!,False,"Good app, good service!!",foodpanda-food-delivery,758103884,
1,Brunei Jua,2014-07-19 00:43:06,No delivery charge? Say what?,False,"They do charge me service fee, ehh??? Should tell us earlier meh!",foodpanda-food-delivery,758103884,"{'id': 11340812, 'body': 'Hey  Brunei Jua, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T07:20:19Z'}"
5,Abdullah Ilyas,2017-01-19 09:15:31,App Review,False,"Amazing App,I Like It",foodpanda-food-delivery,758103884,
5,Gaulib Haidar,2016-02-29 15:40:02,Great!,False,The app is super perfect!,foodpanda-food-delivery,758103884,
5,O.sheklashvili,2016-02-18 11:44:27,Great,False,Just great,foodpanda-food-delivery,758103884,
1,elisamador,2016-10-27 21:08:39,Choose your Country?,False,USA apparently is not on the list... 😶,foodpanda-food-delivery,758103884,"{'id': 11449610, 'body': 'Hey elisamador , \n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-24T14:13:47Z'}"
5,Guinnes20%,2014-09-25 13:10:17,Nice,False,Helpfull and fast!,foodpanda-food-delivery,758103884,
5,Kisnik,2016-07-28 12:39:05,Great!,False,Love the convenience of foodpanda!!!,foodpanda-food-delivery,758103884,
5,Usmanloluiu,2017-04-27 07:58:41,Best good delivery app,False,.,foodpanda-food-delivery,758103884,
5,Ayesha (Mrs.Malik)❤❤❤,2015-04-25 12:35:07,Good,False,"It's good app, but the food is cold.",foodpanda-food-delivery,758103884,
5,Usayd Ahmed,2017-03-22 21:13:38,Best App for Foodies,False,Love for food ❤️,foodpanda-food-delivery,758103884,
5,Jjjgakansh,2016-10-18 10:06:53,Amazing,False,Love this app ❤️,foodpanda-food-delivery,758103884,
5,scansanju,2015-10-03 15:31:22,Love It,False,"Panda, you are a saviour 😀😀😀",foodpanda-food-delivery,758103884,
1,Usman g,2014-05-24 11:35:27,Fack,False,Its fake for textme to earn credit instal but not increasing credit,foodpanda-food-delivery,758103884,"{'id': 11436823, 'body': 'Hey Usman, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-24T05:12:49Z'}"
5,Nice nice nie,2014-12-24 04:37:19,Great app,False,Love it,foodpanda-food-delivery,758103884,
5,HolyThang,2017-02-17 16:33:08,Nice app,False,This is good,foodpanda-food-delivery,758103884,
1,Nanotastik,2014-10-13 12:15:43,No USA or America as home country,False,Does not work in the states.,foodpanda-food-delivery,758103884,"{'id': 11443080, 'body': 'Hey Nanotastik ,\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-24T09:18:46Z'}"
4,©hi,2014-07-20 04:49:00,Great Apps,False,Cool. It works for me.,foodpanda-food-delivery,758103884,
5,Joy-radoi-8,2014-03-05 05:50:08,good,False,i like this,foodpanda-food-delivery,758103884,
5,Anrk,2017-02-18 07:33:18,Great,False,Very nice.,foodpanda-food-delivery,758103884,
5,MAlmheiri,2015-12-02 12:46:53,Great app,False,Great app,foodpanda-food-delivery,758103884,
3,Chunu02,2016-05-27 14:51:37,Great,False,Very helpful app.,foodpanda-food-delivery,758103884,
5,kennethchua,2017-04-07 11:07:59,Awesome,False,Great app,foodpanda-food-delivery,758103884,
5,PK456,2015-08-18 06:12:27,Like,False,Bonchon,foodpanda-food-delivery,758103884,
5,Kaskas😎,2017-05-22 04:11:05,Nice,False,Like it,foodpanda-food-delivery,758103884,
5,LePambusier,2015-10-03 10:22:10,Fanstic app,False,"Continent, fanstic app",foodpanda-food-delivery,758103884,
5,Rooney301,2016-11-18 07:37:13,Good Apps,False,Good apps,foodpanda-food-delivery,758103884,
5,Chinthyanuth,2015-09-08 06:21:24,i like,False,amore cafe,foodpanda-food-delivery,758103884,
4,Tra99999,2015-09-26 12:01:07,Cool,False,Very fast !!!,foodpanda-food-delivery,758103884,
5,Leeirate,2015-05-09 12:17:38,Great app.,False,Great app.,foodpanda-food-delivery,758103884,
5,OmarMansoor09,2017-05-14 11:07:24,Foodpanda App,False,Great app.,foodpanda-food-delivery,758103884,
5,Watzup1406,2014-07-03 04:50:05,Great app,False,Great,foodpanda-food-delivery,758103884,
4,B0SSHAWG37,2016-10-02 10:33:30,Awesome,False,It's awesome lets me be lazy,foodpanda-food-delivery,758103884,
5,mAst11111,2014-05-09 07:48:27,great,False,loved it,foodpanda-food-delivery,758103884,
4,Sassykoi,2015-12-17 12:19:33,Bonchon is delicious chicken wings,False,Like it!,foodpanda-food-delivery,758103884,
4,AceArt00,2016-04-27 11:13:08,Adeel. A Khan,False,Such a nice and useful app,foodpanda-food-delivery,758103884,
5,Muzdana,2015-01-06 09:56:35,Good,False,Great App,foodpanda-food-delivery,758103884,
5,Foxyflu,2017-01-06 10:13:38,Bun bun bun,False,E preferata mea aplicație!,foodpanda-food-delivery,758103884,
5,Asad.al101,2016-12-25 08:30:45,Awesome,False,Amazing,foodpanda-food-delivery,758103884,
5,shaniea,2014-05-01 15:06:10,shanieadh,False,awesome app!!! i love it,foodpanda-food-delivery,758103884,
5,Kate856257,2015-09-08 06:22:10,Foodpanda,False,Salmon sushi,foodpanda-food-delivery,758103884,
1,User female,2016-09-14 14:05:34,No good,False,Does not deliver in my area.,foodpanda-food-delivery,758103884,"{'id': 11436702, 'body': 'Hey there, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-10-24T04:57:23Z'}"
5,Pooooooison,2016-11-11 10:03:33,Food,False,Good,foodpanda-food-delivery,758103884,
1,Kor🐷💛❤😘🙀,2014-07-19 14:32:58,Klapka10,False,Nagyon rossz hogy 3x ra van cim problemam mert a foodpanda ossze vissza irja a cimeket iranyito szamokat! Atirom h xy utca 10 o meg ebbol csak az 1 est viszi be felcsereli a keruletet! Tok kellemetlen!,foodpanda-food-delivery,758103884,
5,Aakjsjenjjsn,2016-03-31 18:59:50,Yeeeeeeah,False,Giff me mana kotol,foodpanda-food-delivery,758103884,
1,Food delivery fanatic,2016-04-05 11:14:29,Only applies to HONG KONG,False,Worst customer service ever.,foodpanda-food-delivery,758103884,"{'id': 11610029, 'body': 'Hey Food delivery fanatic, \n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-11-02T10:51:52Z'}"
5,Sing yueh,2013-12-11 03:13:06,Review!,False,Great!,foodpanda-food-delivery,758103884,
2,††Buda††,2014-03-19 10:16:50,Dani:,False,Szar! A környéken szerettem volna ettermet keresni de a belvarosiakat mutat annak ellenere h a my locationt hasznaltam. Talaltam is olyat ami valoban a kornyeken van de a vege fele sorolva.,foodpanda-food-delivery,758103884,
1,Rifaiehs,2014-12-11 05:24:29,Limited delivery area,False,No delivery to area masin and bearby area?? Sighh,foodpanda-food-delivery,758103884,"{'id': 11340888, 'body': 'Hey Rifaiehs, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T07:26:54Z'}"
4,Nayem50,2015-12-21 14:35:08,Great,False,Good approach,foodpanda-food-delivery,758103884,
5,Sameerbiz,2013-12-14 20:57:43,Vnice,False,Excellent,foodpanda-food-delivery,758103884,
5,kwang288374,2015-09-22 06:23:54,bonchon,False,bonchon is very good,foodpanda-food-delivery,758103884,
5,Rebel.moon,2014-11-27 10:32:45,Good,False,Nice,foodpanda-food-delivery,758103884,
5,Hachikko,2015-10-16 15:54:03,Exceptional!,False,Recomand!!!,foodpanda-food-delivery,758103884,
5,zukazuke,2017-03-02 20:31:12,perfect,False,!!!,foodpanda-food-delivery,758103884,
5,bacho adeishvili,2016-05-03 18:04:07,super,False,yvelaze magari aplikaciaaa,foodpanda-food-delivery,758103884,
5,oiljaja,2016-02-11 05:14:12,nice,False,ok,foodpanda-food-delivery,758103884,
5,aninuni,2017-02-14 18:24:22,👌💜,False,"ძალიან ხშირად ვიყენებ თქვენს სერვისს,ბუნებრივია ყველა რესტორნით არ ვარ კმაყოფილი, მაგრამ თქვენით ყოველთვის კმაყოფილი ვარ, მადლობა რომ ზრუნავთ ჩვენზე.. WE ❤ FOODPANDA",foodpanda-food-delivery,758103884,
5,Jippyyippy,2015-03-30 08:28:35,Foodpanda,False,Good,foodpanda-food-delivery,758103884,
5,Akib Haque,2015-04-24 14:05:22,Nice,False,Nice,foodpanda-food-delivery,758103884,
4,Shakthivel,2014-02-25 13:28:46,Cup and saucer,False,Cup and saucer,foodpanda-food-delivery,758103884,
5,BochocMendoza,2015-02-22 08:40:03,Nice,False,Nice,foodpanda-food-delivery,758103884,
5,CuongVF,2015-01-26 08:41:06,Nice,False,Nice,foodpanda-food-delivery,758103884,
5,SG sling,2014-12-14 06:24:29,Awesome,False,Awesome sauce!,foodpanda-food-delivery,758103884,
5,Kipshidze,2015-10-25 10:35:02,Very comfortable,False,"ძალიან მოსახერხებელია და ყოველთვის დროზე მოაწვთ, არასდროს აგვიანებენ",foodpanda-food-delivery,758103884,
5,Tarn12345133211,2015-12-17 09:56:26,Good,False,Good,foodpanda-food-delivery,758103884,
5,abdullahuq,2017-05-21 09:28:53,Okay,False,Ish,foodpanda-food-delivery,758103884,
5,gigateorossi,2014-12-13 10:58:45,foodpanda,False,cool 👍,foodpanda-food-delivery,758103884,
4,Venky_Cool,2017-03-14 14:11:30,Good,False,Good,foodpanda-food-delivery,758103884,
1,FirelightHaze,2014-12-16 12:20:28,No usa,False,Is there no America?,foodpanda-food-delivery,758103884,
5,Hutsaya9999,2015-08-18 06:09:50,Good!!,False,Good!!,foodpanda-food-delivery,758103884,
5,Zunaid ALAM,2016-07-27 10:36:43,ALAM,False,Helpfull,foodpanda-food-delivery,758103884,
1,Kpopluva,2016-08-07 12:13:58,Actually,False,THIS IS SO STUPID THEY CANCELLED MY ORDER ASSHOLES,foodpanda-food-delivery,758103884,"{'id': 11344095, 'body': 'Hey Kpopluva, \r\n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.\r\n', 'modified': '2019-10-19T12:43:03Z'}"
5,SzeTo.爵,2014-05-30 13:59:00,ok,False,OK,foodpanda-food-delivery,758103884,
5,Lizalizo,2014-10-05 07:55:38,👍,False,Cool,foodpanda-food-delivery,758103884,
5,Heinrih_heinrih,2013-12-24 19:06:42,V,False,Norm,foodpanda-food-delivery,758103884,
5,Earkk,2016-10-17 05:33:14,D,False,Ddd,foodpanda-food-delivery,758103884,
5,LashaGG,2016-11-10 16:16:43,კარგია და მოსახერხებელი,False,ძალიან კომფორტულია,foodpanda-food-delivery,758103884,
1,მიშო,2015-05-17 21:02:52,bad,False,გაუმჯობესდით,foodpanda-food-delivery,758103884,"{'id': 11610039, 'body': 'Hey მიშო , \n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-11-02T10:53:00Z'}"
5,როკო,2016-12-02 18:03:57,)),False,მაგარია ბოზი ვიყო,foodpanda-food-delivery,758103884,
5,Alya veronica.,2014-09-21 09:06:47,😍,False,❤️,foodpanda-food-delivery,758103884,
5,Ronko1985,2017-02-21 03:30:27,很棒,False,非常好用,foodpanda-food-delivery,758103884,
5,Marina Margarina,2015-10-03 17:48:29,⭐️⭐️⭐️⭐️⭐️,False,👏👏👏👏👏,foodpanda-food-delivery,758103884,
5,hamad84s,2016-06-06 10:46:51,👍🏿,False,👍🏿👍🏿,foodpanda-food-delivery,758103884,
5,Troop 406,2021-11-08 23:13:04,對住在防疫真的很方便👍,False,👍👍👍👍,foodpanda-food-delivery,758103884,
1,Rafi191,2021-02-23 08:26:12,👎🏻,False,"আমার সব গুলো একাউন্ট ব্লক করার মানে কি। এখন আমি অর্ডার করব কিভাবে পান্ডা।
😿😿",foodpanda-food-delivery,758103884,
5,Jean. w,2021-09-02 05:58:58,阿嬤的愛,False,太好吃了！雞肉也太嫩了吧吧吧吧好吃到我阿嬤每天都叫我幫她點！,foodpanda-food-delivery,758103884,
1,dr.dhrubo,2021-09-24 14:35:09,Refuse Bkash Payment,False,বিকাশ পেমেন্অট রিফিউজ!!!! অনেকবার চেষ্টা করার পরেও বিকাশে পেমেন্ট করতে পারলাম না। তাহলে বিকাশে অফার দিয়ে এডভারটাইজ দেন কেন?? এটাও কি তাহলে মানুষকে বোকা বানানোর চেষ্টা?? মানুষকে এত বোকা ভাবে কেন ফুড পান্ডা। অফার দিবেন কিন্তু পেমেন্ট নিবেন না!!!,foodpanda-food-delivery,758103884,
5,Mieily,2021-08-06 06:05:23,Nice,False,Very nice,foodpanda-food-delivery,758103884,
1,Himalayanbullet,2021-07-20 04:54:41,Can’t delete,False,Can’t delete app,foodpanda-food-delivery,758103884,
5,Barry sin,2021-07-03 10:03:52,寧夏夜市,False,送餐確實。,foodpanda-food-delivery,758103884,
1,lll ไม่เอาสลิ่ม,2021-07-19 11:07:18,สลิ่ม เลิกสั่ง,False,ผู้บริหารห่วย เห็นปชช เป็น ผู้ก่อการร้าย ไม่ขอสนับสนุนคะ หัก%ก็แพง ไม่ได้เรื่อง,foodpanda-food-delivery,758103884,
1,ilikegudetama:),2021-07-19 07:07:14,แอปขายกะทิ,False,นโยบายสลิ่มจ้า,foodpanda-food-delivery,758103884,
1,J153476,2021-07-18 23:51:36,ไม่สมควรสนับสนุน,False,บริษัทขี้ข้าเผด็จการ เอาเปรียบผู้ประกอบการร้านค้า ไรเดอร์ และผู้บริโภคในยามที่ทุกคนตกในสภาวะวิกฤต,foodpanda-food-delivery,758103884,
1,||| 8232,2021-07-18 21:11:02,ตรรกะป่วย,False,ตรรกะป่วย,foodpanda-food-delivery,758103884,
1,Ta3kiZh,2021-07-18 20:54:17,ไม่สนับสนุนบริการที่เห็นด้วยกับการทำร้ายกระชาชน,False,ลาก่อน,foodpanda-food-delivery,758103884,
5,Gudavi,2021-06-05 06:44:58,S Yann Kg,False,S yan Kg,foodpanda-food-delivery,758103884,
1,ammarraza1222,2021-07-02 16:18:02,Nahi yaar,False,Bekar hain yaar,foodpanda-food-delivery,758103884,
5,美國約翰,2020-12-06 10:36:02,服務好,False,服務一流，贊！,foodpanda-food-delivery,758103884,
3,Asad Chow,2021-04-17 10:50:50,Review,False,ডেলিভারী সিস্টেম খুবই নিম্মমানের। সাইকেলের হাতলে যেভাবে ঝুলিয়ে খাবার পরিবহন করা হয়- এতে কিছু কিছু খাবার নস্ট হয়ে যায়। একবার দোকান থেকে খাবার দেয়া হলো ট্রে তে করে। রাইডার সেটা নিয়ে এলো পিঠে করে- ভেতরের সব খাবার উলটপালট হয়ে গেল। KFC চিকেন বাকেট এর মুখ খোলা খোলা থাকে। সেক্ষেত্রে অন্তত প্যাকেট এর মুখটা বন্ধ করা প্রয়োজন। কিন্তু রাইডার মুখ খোলা প্যাকেট সাইকেলের হাতলে ঝুলিয়ে নিয়ে এলো- রাস্তার সমস্ত ধুলা খাবারে মিশে গেল। কোন chiller box ছাড়াই আইসক্রিম বহন করে। খাবারের গুনগত মান ঠিক রাখার জন্য ব্যবস্থা না নিলে জনপ্রিয়তা ধরে রাখা যাবে না। আমি প্রচুর খাবার অর্ডার করি। কিন্তু ঠেকায় না পড়লে foodpanda ব্যবহার করি না। তবে ঢাকায় প্রচলিত অন্যান্য সার্ভিসের তুলনায় foodpanda অনেক এগিয়ে।ধন্যবাদ।,foodpanda-food-delivery,758103884,
1,RiyadKabbo,2021-03-26 15:28:04,Late order,False,Apnara age onet taratari order delivered korten but akhon onek time lage,foodpanda-food-delivery,758103884,
4,iamdreamt,2021-03-08 04:31:07,แนะนำ,False,ควรมีรูปภาพอาหารประกอบค่ะ,foodpanda-food-delivery,758103884,
1,Mr.Smart guy,2020-12-31 02:45:46,Not user friendly. 程序很亂，顧客一直走到死胡同.,False,Not user friendly. 程序很亂，顧客一直走到死胡同.,foodpanda-food-delivery,758103884,
3,azimgani,2020-12-31 02:23:24,Asingkan,False,"Kalau boleh diasingkan menu halal dan non halal ,yg ada sekarang halal dan non halal dlm menu yg sama.",foodpanda-food-delivery,758103884,
1,Alan9194631242,2020-12-09 09:45:01,外送員平均品質低,False,"外送員平均品質低
各種遲到
單子延遲
半小時的單子要等一小時半
感覺很糟",foodpanda-food-delivery,758103884,
5,มามี้น้องบุญ,2020-11-12 04:22:51,พนักงานบริการดี,False,สะดวกในการซื้อของ พนักงานบริการดีมากค่ะ,foodpanda-food-delivery,758103884,
5,Cho Htike,2020-11-08 06:07:41,Excellent service Congratulations,False,😍😍😍,foodpanda-food-delivery,758103884,
5,Tasnim Sayedi,2020-10-28 04:22:00,Best,False,Best app for me✌️,foodpanda-food-delivery,758103884,
5,Thet Thet Hlaing.,2020-10-26 10:02:06,Excellent service,False,Excellent service,foodpanda-food-delivery,758103884,
4,Win Khant Zaw,2020-10-17 04:39:37,Rider,False,Rider တွေ တော်ပါတယ်,foodpanda-food-delivery,758103884,
5,Shabia ahammed risha,2020-07-07 13:10:12,Best,False,Best and enjoyfull,foodpanda-food-delivery,758103884,
1,arturito101,2020-09-24 09:13:07,Poor customer service,False,"Nag aantay kami ng almost 1 hr ng order na sinasabi nila na ireorder dhil nakatatak na order received ngunit di pa namin narereceive talaga. Totoo nga sinasabi ng iba na pangit talaga ang food panda. Yung free delivery lang maganda sa kanila. Ayusin nyo serbisyo nyo kung gusto nyo ng maraming customer! Buti pa sa grabfood, bahala mahal bastat garatisadong dadating order mo",foodpanda-food-delivery,758103884,
1,dolcebabie,2020-09-19 11:47:24,付款方式,False,一直沒有辦法用信用卡付款 是為什麼呢？,foodpanda-food-delivery,758103884,
3,youtube user69,2020-08-27 22:03:28,讓我對餐廳做評價啊,False,媽的點到超難吃的東西想評價也不知道能在哪裡評，上面的原始評價到底是從哪裡來的 到底是誰會給冰晶蘋果醉雞評那麼高分啦 那麼貴又那麼靠北難吃,foodpanda-food-delivery,758103884,
1,PRAYv,2020-08-21 10:49:55,เลิกเป็นสปอนเซอร์ให้ช่องข่าวที่บิดเบือนความจริง,False,เราจะโหลดมาใช้ใหม่ค่ะ ถ้าเลิกเป็นสปอนเซอร์ให้ช่องข่าวที่บิดเลือนความจริง และเป็นสำนักข่าวใต้อำนาจเผด็จการ,foodpanda-food-delivery,758103884,
